Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	к-ть переможців в категорії 5х5	приз в категорії 5х5	к-ть переможців в категорії 4х5	приз в категорії 4х5	к-ть переможців в категорії 3х5	приз в категорії 3х5	к-ть переможців в категорії 2х5	приз в категорії 2х5
670	2013-03-19	А	1	30	35	28	24	41	0	123158	4	5161	281	67	3908	6
669	2013-03-17	А	3	45	37	25	42	20	0	81301	2	10407	186	103	3193	6
668	2013-03-14	А	1	31	13	16	2	23	0	39432	7	2605	243	69	3893	6
667	2013-03-12	А	4	21	13	20	14	45	1	2280276	16	3624	863	62	11873	6
666	2013-03-10	А	1	24	14	19	25	16	0	2167420	20	2599	804	59	10227	6
665	2013-03-07	А	3	28	19	14	16	10	0	2065522	22	2487	925	54	13168	6
664	2013-03-05	Б	4	16	23	43	37	45	0	1958340	10	5294	787	62	10157	6
663	2013-03-03	А	2	5	44	3	32	40	0	1855475	27	1929	661	72	9754	6
662	2013-02-28	Б	2	17	36	26	32	33	0	1753188	31	1541	906	48	11151	6
661	2013-02-26	Б	1	9	3	6	45	21	0	1657136	23	2053	803	54	9701	6
660	2013-02-24	А	2	35	40	41	10	13	0	1563675	13	3785	612	74	9547	6
659	2013-02-21	А	2	30	10	9	35	25	0	1466704	4	11175	586	70	8003	6
658	2013-02-19	А	2	18	10	6	1	42	0	1376778	16	2797	586	70	8461	6
657	2013-02-17	А	3	22	5	21	27	8	0	1285425	27	1474	891	41	10357	6
656	2013-02-14	А	2	25	44	32	26	34	0	1205535	6	7105	528	74	7659	6
655	2013-02-12	Б	1	26	36	18	44	41	0	1121451	10	3982	505	72	6735	6
654	2013-02-10	Б	3	15	44	5	18	14	0	1042547	9	4263	567	62	7574	6
653	2013-02-07	Б	1	30	7	11	22	34	0	966192	21	1558	593	50	7693	6
652	2013-02-05	А	2	6	7	25	27	38	0	899228	10	2909	574	46	7013	6
651	2013-02-03	Б	1	16	3	24	15	36	0	841294	13	2462	498	59	6248	6
650	2013-01-31	Б	1	20	17	35	2	1	0	777555	3	9707	372	72	5274	6
649	2013-01-29	А	2	3	14	9	4	32	0	719804	10	2866	506	52	5732	6
648	2013-01-27	Б	2	23	45	14	9	1	0	662735	14	1935	497	50	6243	6
647	2013-01-24	Б	1	9	2	41	32	27	0	608842	11	2542	430	60	5353	6
646	2013-01-22	А	2	36	41	7	2	26	0	552896	8	3407	404	62	5017	6
645	2013-01-20	Б	3	43	27	5	7	32	0	498996	11	2462	365	68	5279	6
644	2013-01-17	А	1	20	40	28	30	7	0	445118	10	2459	521	43	5612	6
643	2013-01-15	Б	2	26	16	23	32	33	0	395876	6	3958	388	56	5002	6
642	2013-01-13	Б	2	27	3	14	8	4	0	348798	11	2312	444	52	5667	6
641	2013-01-10	Б	3	12	6	7	5	4	0	298226	20	1121	327	63	4846	6
640	2013-01-08	Б	4	33	23	31	24	26	0	253213	4	4577	260	65	3958	6
639	2013-01-06	Б	4	28	26	34	14	36	0	216691	4	5233	336	57	4386	6
638	2013-01-03	А	3	7	41	18	15	17	0	175289	7	2552	292	56	3920	6
637	2013-01-01	Б	1	42	31	5	28	6	0	139799	1	12454	194	59	2467	6
636	2012-12-30	Б	1	16	27	41	44	19	0	114853	8	2719	367	54	4599	6
635	2012-12-27	Б	2	28	20	16	39	3	0	71505	6	2996	250	66	3632	6
634	2012-12-25	А	1	4	34	10	2	28	0	35709	4	4156	215	71	3093	6
633	2012-12-23	А	1	29	31	38	28	35	1	1121810	25	1405	567	57	7026	6
632	2012-12-20	А	1	32	13	24	27	26	0	1052362	16	2184	582	55	7141	6
631	2012-12-18	Б	1	36	16	10	8	18	0	983427	8	4070	491	61	6475	6
630	2012-12-16	Б	1	2	24	10	27	26	0	919478	12	2533	562	49	7119	6
629	2012-12-13	А	3	30	34	9	29	17	0	858744	15	2090	589	49	7056	6
628	2012-12-11	Б	4	31	6	15	36	35	0	797259	9	3328	469	58	5629	6
627	2012-12-09	А	2	24	39	28	40	14	0	735142	8	3784	467	59	6304	6
626	2012-12-06	А	3	8	32	1	15	7	0	675167	11	2682	485	56	5957	6
625	2012-12-04	А	1	5	34	1	39	40	0	616276	3	9513	364	72	5157	6
624	2012-12-02	А	4	39	25	21	37	34	0	559499	10	2821	418	62	5728	6
623	2012-11-29	А	4	22	26	12	3	11	0	503487	4	6430	497	47	5859	6
622	2012-11-27	Б	1	31	32	8	27	40	0	451686	4	6384	426	55	5528	6
621	2012-11-25	Б	4	3	26	30	1	21	0	400785	12	2168	499	48	6058	6
620	2012-11-22	А	2	33	34	32	20	23	0	345627	10	2492	441	52	5347	6
619	2012-11-20	Б	1	31	13	18	39	19	0	295901	17	1341	392	53	5356	6
618	2012-11-18	Б	2	25	1	29	43	27	0	250622	3	8448	296	79	4265	6
617	2012-11-15	Б	3	41	7	19	36	27	0	199878	8	2681	420	47	5125	6
616	2012-11-13	А	3	4	1	14	42	20	0	156870	6	3378	354	52	4421	6
615	2012-11-11	А	4	12	23	38	8	25	0	116179	10	2133	513	38	4762	6
614	2012-11-08	Б	4	8	2	29	21	36	0	71789	8	2292	280	60	3499	6
613	2012-11-06	А	3	35	15	6	44	28	0	35271	3	5888	217	75	3040	6
612	2012-11-04	Б	2	24	6	5	33	22	1	1664788	21	2295	845	52	10559	6
611	2012-11-01	А	1	41	19	2	10	12	0	1570162	29	1522	894	45	9404	6
610	2012-10-30	А	1	16	2	40	12	7	0	1483963	25	1645	698	54	8835	6
609	2012-10-28	Б	1	44	4	20	8	24	0	1403804	8	5214	622	61	8037	6
608	2012-10-25	Б	4	41	30	8	42	5	0	1321885	14	2780	654	54	8312	6
607	2012-10-23	А	3	12	40	20	25	23	0	1245209	11	3788	708	54	8374	6
606	2012-10-21	А	3	12	39	2	24	6	0	1163580	11	3716	591	63	7615	6
605	2012-10-18	А	4	29	9	43	10	34	0	1083531	13	3004	447	80	6415	6
604	2012-10-16	А	1	9	23	16	5	20	0	1006151	22	1499	784	38	9132	6
603	2012-10-14	А	1	19	31	10	6	40	0	941111	15	2266	572	54	6947	6
602	2012-10-11	А	4	19	37	26	13	29	0	869738	13	2459	512	57	6269	6
601	2012-10-09	А	4	24	39	32	13	37	0	804290	21	1421	668	41	6628	6
600	2012-10-07	А	3	36	7	9	17	25	0	743847	14	2064	499	53	6351	6
599	2012-10-04	А	3	8	28	7	40	43	0	685441	15	1763	630	38	7035	6
598	2012-10-02	Б	3	38	31	29	15	26	0	632010	11	2552	416	62	5518	6
597	2012-09-30	А	1	10	38	17	27	9	0	576256	11	2376	467	51	6097	6
596	2012-09-27	Б	4	13	30	6	36	12	0	518864	14	1864	424	56	5365	6
595	2012-09-25	Б	1	41	22	23	10	20	0	466520	6	4217	440	53	5470	6
594	2012-09-23	Б	3	11	19	18	4	28	0	416480	12	2108	495	47	5637	6
593	2012-09-20	А	3	41	1	27	14	9	0	365371	23	999	450	47	5078	6
592	2012-09-18	Б	2	39	19	33	26	42	0	319295	11	2045	410	50	4982	6
591	2012-09-16	Б	1	41	2	44	29	13	0	274463	9	2525	352	59	4394	6
590	2012-09-13	А	1	11	24	18	26	41	0	228960	7	3101	362	55	4536	6
589	2012-09-11	А	2	31	21	13	36	3	0	185398	6	3473	346	55	3933	6
588	2012-09-09	А	2	25	42	19	20	40	0	142539	4	4947	350	52	4232	6
587	2012-09-06	А	4	30	22	12	34	13	0	102301	6	3020	260	64	3844	6
586	2012-09-04	А	3	34	45	36	8	35	0	65865	4	4130	179	85	3110	6
585	2012-09-02	А	2	39	1	3	14	9	0	32750	6	2709	312	48	3522	6
584	2012-08-30	Б	3	14	36	1	11	16	1	1655091	32	1480	765	57	9599	6
583	2012-08-28	А	4	3	34	43	23	25	0	1562506	23	2015	720	59	8987	6
582	2012-08-26	А	2	35	44	40	23	22	0	1471851	14	2925	558	67	8343	6
581	2012-08-23	А	4	3	41	42	40	34	0	1391291	10	4489	629	65	8194	6
580	2012-08-21	Б	3	40	32	4	27	19	0	1302790	20	2150	800	49	9670	6
579	2012-08-19	А	2	1	24	15	40	37	0	1218042	29	1493	804	49	9658	6
578	2012-08-16	А	1	12	10	30	23	11	0	1132866	17	2344	624	58	8216	6
577	2012-08-14	Б	3	21	30	14	27	17	0	1054516	27	1352	816	41	9046	6
576	2012-08-12	А	2	42	9	36	19	35	0	983210	26	1388	548	60	7124	6
575	2012-08-09	Б	2	21	20	18	28	7	0	912190	19	1733	631	48	7732	6
574	2012-08-07	А	2	35	19	41	36	38	0	847715	11	2907	432	68	5801	6
573	2012-08-05	Б	2	20	5	31	24	42	0	784534	9	3691	452	67	6400	6
572	2012-08-02	А	1	22	21	6	28	25	0	710665	7	4078	435	60	6193	6
571	2012-07-31	А	2	27	41	25	33	16	0	653486	18	1497	430	57	5466	6
570	2012-07-29	Б	1	16	19	24	1	41	0	599828	11	2392	456	53	5507	6
569	2012-07-26	А	1	42	26	33	9	28	0	547588	15	1714	489	48	6165	6
568	2012-07-24	Б	3	3	26	22	24	33	0	496450	16	1586	507	46	5378	6
567	2012-07-22	Б	4	40	22	33	13	26	0	446054	27	882	661	33	6369	6
566	2012-07-19	А	4	12	34	26	25	40	0	398508	4	6091	389	57	5141	6
565	2012-07-17	А	4	45	39	28	40	34	0	350309	5	5076	278	84	4409	6
564	2012-07-15	Б	2	25	31	29	37	10	0	300091	6	3779	318	65	4408	6
563	2012-07-12	А	2	2	38	43	40	14	0	255058	3	6927	281	68	4352	6
562	2012-07-10	А	4	1	19	34	21	6	0	213910	5	3888	337	53	4373	6
561	2012-07-08	А	3	30	43	31	24	25	0	174132	9	2231	254	72	3577	6
560	2012-07-05	Б	4	35	41	25	23	44	0	133181	8	2326	225	76	3142	6
559	2012-07-03	Б	1	8	1	36	29	18	0	95255	5	3484	227	70	3043	6
558	2012-07-01	Б	2	45	8	15	5	7	0	60209	8	1752	258	50	3263	6
557	2012-06-28	Б	1	15	9	3	14	16	0	27473	10	1288	255	46	3076	6
556	2012-06-26	Б	4	4	14	1	43	17	1	308129	9	2432	306	66	4344	6
555	2012-06-24	А	3	33	38	8	17	25	0	264033	8	2618	384	50	4478	6
554	2012-06-21	А	2	16	41	31	29	5	0	221639	9	2287	354	53	4152	6
553	2012-06-19	Б	4	8	10	25	43	21	0	179688	6	3214	317	56	4110	6
552	2012-06-17	А	4	19	6	10	27	20	0	140870	8	2333	324	53	4290	6
551	2012-06-14	Б	2	3	41	45	38	10	0	103396	3	6091	243	69	3457	6
550	2012-06-12	А	3	19	38	44	36	9	0	65960	5	3199	242	61	3186	6
549	2012-06-10	А	2	22	32	7	24	11	0	33277	12	1360	305	49	3496	6
548	2012-06-07	Б	4	20	33	43	13	12	1	876898	20	1570	523	55	6563	6
547	2012-06-05	Б	2	13	12	40	31	21	0	815052	10	2822	498	52	6444	6
546	2012-06-03	Б	2	24	14	32	9	43	0	759436	9	3410	416	68	5253	6
545	2012-05-31	Б	3	19	28	1	35	24	0	698498	19	1566	388	70	5256	6
544	2012-05-29	А	1	23	43	35	31	7	0	639780	9	3071	456	55	5612	6
543	2012-05-27	Б	2	45	30	41	24	27	0	585053	9	3252	381	70	5110	6
542	2012-05-24	А	2	16	32	4	14	18	0	524439	17	1671	528	49	6266	6
541	2012-05-22	Б	4	9	41	12	35	39	0	465786	11	2672	384	70	5775	6
540	2012-05-20	Б	4	27	40	34	19	10	0	405074	14	1905	431	57	5733	6
539	2012-05-17	Б	2	28	9	2	34	15	0	342639	9	2895	446	53	5592	6
538	2012-05-15	Б	1	31	15	35	1	22	0	288041	5	4697	332	65	4454	6
537	2012-05-13	А	3	17	26	11	16	37	0	240122	16	1454	495	43	5208	6
536	2012-05-10	А	4	1	28	14	44	40	0	192354	4	4991	242	76	3629	6
535	2012-05-08	Б	3	27	14	11	28	22	0	151870	5	3993	326	56	4053	6
534	2012-05-06	Б	2	37	28	41	43	22	0	110817	7	2818	223	81	3495	6
533	2012-05-03	А	3	17	31	43	24	30	0	68168	3	5380	182	81	2578	6
532	2012-05-01	Б	4	17	31	30	4	11	0	34749	4	2639	211	46	2613	6
531	2012-04-29	А	1	43	21	35	12	44	1	156876	4	5488	204	99	3328	6
530	2012-04-26	А	1	21	43	14	33	1	0	112370	8	2384	292	60	3745	6
529	2012-04-24	А	3	27	37	29	20	34	0	70376	12	1515	258	65	3210	6
528	2012-04-22	Б	2	30	44	21	29	14	0	33970	2	8287	261	58	3128	6
527	2012-04-19	А	4	8	26	9	40	19	1	66058	28	610	462	34	4631	6
526	2012-04-17	Б	1	10	13	30	26	43	0	31564	8	1969	223	65	3067	6
525	2012-04-15	Б	4	10	23	9	8	33	1	1309932	23	1754	720	51	8787	6
524	2012-04-12	А	4	18	40	38	26	3	0	1224952	13	3484	587	71	8640	6
523	2012-04-10	Б	1	11	8	26	30	9	0	1136053	25	1744	722	55	8778	6
522	2012-04-08	Б	3	40	23	24	34	11	0	1047257	15	2776	630	61	8196	6
521	2012-04-05	А	2	40	6	13	30	32	0	965615	17	2234	591	59	7409	6
520	2012-04-03	А	1	30	26	16	1	11	0	891332	11	3364	548	62	7034	6
519	2012-04-01	Б	4	41	36	38	9	8	0	819084	8	4477	570	58	7072	6
518	2012-03-29	А	2	12	15	43	19	22	0	749052	9	3635	469	64	6811	6
517	2012-03-27	Б	4	38	16	13	35	45	0	684955	7	4671	389	77	5711	6
516	2012-03-25	А	4	28	19	33	27	16	0	620817	19	1591	552	50	7269	6
515	2012-03-22	А	1	6	8	30	40	34	0	561262	10	3089	409	69	6004	6
514	2012-03-20	Б	1	11	16	1	43	18	0	500552	7	4216	401	67	5414	6
513	2012-03-18	А	4	23	12	45	37	27	0	442382	18	1570	395	66	5415	6
512	2012-03-15	А	4	44	14	22	39	34	0	386502	14	1997	396	65	4803	6
511	2012-03-13	Б	1	9	14	6	4	15	0	331624	22	1127	534	42	6473	6
510	2012-03-11	Б	1	34	8	23	36	22	0	281994	8	2965	329	66	4957	6
509	2012-03-08	Б	3	33	43	42	20	36	0	234990	8	2647	256	76	3956	6
508	2012-03-06	Б	3	19	44	37	26	35	0	192811	7	3081	337	59	4168	6
507	2012-03-04	А	1	20	32	24	25	28	0	149703	9	2382	256	77	3914	6
506	2012-03-01	Б	4	32	22	26	16	28	0	106699	5	3834	336	52	4041	6
505	2012-02-28	А	3	24	6	41	19	9	0	68251	7	2447	312	50	3826	6
504	2012-02-26	А	4	9	25	36	11	40	0	33810	2	8296	305	50	3544	6
503	2012-02-23	Б	1	25	40	26	27	2	1	308245	16	1483	425	51	5403	6
502	2012-02-21	Б	1	40	24	44	3	34	0	257358	4	6372	292	80	3949	6
501	2012-02-19	Б	2	21	44	30	42	33	0	203764	6	3861	346	61	4352	6
500	2012-02-16	А	1	19	44	6	43	33	0	157413	10	2180	355	56	4140	6
499	2012-02-14	А	4	40	5	24	36	4	0	114066	5	4016	267	69	3962	6
498	2012-02-12	Б	1	28	24	4	29	13	0	74208	9	2107	327	53	3993	6
497	2012-02-09	Б	4	45	6	33	11	8	0	36336	6	2752	251	60	3233	6
496	2012-02-07	А	2	14	6	15	33	32	1	576409	17	1614	538	47	5906	6
495	2012-02-05	А	3	6	20	19	16	44	0	520018	17	1611	389	64	4824	6
494	2012-02-02	А	3	35	31	22	38	44	0	463825	1	25426	337	69	4905	6
493	2012-01-31	А	3	20	45	1	34	21	0	412378	11	2219	386	58	4611	6
492	2012-01-29	А	4	36	26	41	22	19	0	363241	12	2063	467	48	5411	6
491	2012-01-26	Б	3	36	12	14	23	25	0	313201	7	3393	391	56	4803	6
490	2012-01-24	А	2	5	25	33	34	29	0	264926	9	2728	312	72	4775	6
489	2012-01-22	А	2	9	40	24	44	23	0	215566	6	4148	303	75	4590	6
488	2012-01-19	А	4	44	42	18	25	40	0	165511	1	23128	287	74	3965	6
487	2012-01-17	Б	4	45	20	5	14	27	0	118905	4	5169	350	54	4581	6
486	2012-01-15	Б	4	6	4	18	15	43	0	77357	2	9912	278	65	3910	6
485	2012-01-12	Б	3	40	6	14	25	33	0	36961	11	1650	300	55	3745	6
484	2012-01-10	А	3	18	1	12	3	5	1	915135	18	1954	629	51	7078	6
483	2012-01-08	А	1	43	24	18	38	13	0	845850	16	2016	445	66	6201	6
482	2012-01-05	Б	1	36	12	23	11	6	0	781974	14	2476	559	57	6727	6
481	2012-01-03	Б	1	12	16	38	32	28	0	713575	10	2741	405	62	5628	6
480	2012-01-01	Б	3	16	29	39	20	25	0	659749	11	2693	479	57	5943	6
479	2011-12-29	А	2	4	37	17	30	32	0	600784	10	3443	501	63	6544	6
478	2011-12-27	Б	3	39	23	40	17	31	0	532570	13	2355	504	56	6240	6
477	2011-12-25	Б	1	27	26	22	10	3	0	472595	11	3479	471	76	6659	6
476	2011-12-22	Б	2	5	40	24	22	10	0	425451	12	3194	478	75	6531	6
475	2011-12-20	А	4	23	10	37	27	20	0	376571	23	1474	523	60	6017	6
474	2011-12-18	А	3	30	40	31	29	9	0	331007	3	11449	435	74	5262	6
473	2011-12-15	Б	2	21	8	7	6	44	0	285218	4	8404	360	87	5346	6
472	2011-12-13	А	4	37	24	21	26	19	0	242171	7	4459	405	72	5502	6
471	2011-12-11	А	2	11	31	8	40	9	0	203392	24	1247	517	54	5345	6
470	2011-12-08	Б	4	4	43	44	29	25	0	165667	4	7571	280	101	4059	6
469	2011-12-06	Б	1	27	24	37	20	13	0	127405	9	2997	373	67	4368	6
468	2011-12-04	Б	4	36	20	33	35	25	0	92831	3	8907	310	80	4081	6
467	2011-12-01	Б	4	37	44	26	1	13	0	57011	7	3293	308	70	3486	6
466	2011-11-29	Б	1	16	8	40	26	3	0	27731	11	2007	340	60	3842	6
465	2011-11-27	Б	3	4	18	23	12	29	1	1291930	21	3136	947	65	11471	6
464	2011-11-24	А	3	32	13	35	22	31	0	1211457	10	6389	740	80	10236	6
463	2011-11-22	Б	4	33	16	26	9	22	0	1133154	40	1541	879	65	11006	6
462	2011-11-20	А	4	30	41	43	38	4	0	1057644	20	3395	561	113	8915	6
461	2011-11-17	А	2	13	20	31	26	41	0	975463	19	3003	744	71	9859	6
460	2011-11-15	Б	4	28	4	10	1	9	0	905748	27	1999	934	54	10384	6
459	2011-11-13	Б	3	44	11	22	26	37	0	838317	18	3010	729	69	8520	6
458	2011-11-10	А	3	44	12	14	40	19	0	771637	11	4383	573	78	7957	6
457	2011-11-08	Б	4	18	21	10	7	20	0	712062	19	2456	663	65	8395	6
456	2011-11-06	Б	1	4	18	25	45	21	0	654582	17	2562	637	64	7823	6
455	2011-11-03	Б	2	44	35	12	34	16	0	600956	10	4217	415	95	6279	6
454	2011-11-01	Б	4	11	27	36	39	8	0	549435	10	4001	505	74	6630	6
453	2011-10-30	Б	1	3	43	5	23	30	0	500607	10	3798	394	90	5846	6
452	2011-10-27	А	4	3	35	24	17	37	0	453621	12	2948	356	93	5355	6
451	2011-10-25	Б	3	41	10	37	39	40	0	410140	5	7109	437	76	5456	6
450	2011-10-23	Б	3	37	34	13	8	22	0	366691	11	2889	496	60	5755	6
449	2011-10-20	Б	2	12	18	23	27	35	0	326314	11	2847	440	66	4926	6
448	2011-10-18	А	1	25	3	43	9	42	0	286654	8	3742	301	93	4406	6
447	2011-10-16	Б	3	40	18	38	14	9	0	248909	6	5112	375	76	4813	6
446	2011-10-13	Б	4	13	34	26	39	37	0	209616	10	2803	445	59	4386	6
445	2011-10-11	А	3	31	22	37	3	24	0	174568	8	3240	300	81	4178	6
444	2011-10-09	А	3	40	14	41	5	21	0	142108	6	4265	411	58	4524	6
443	2011-10-06	А	1	36	45	35	23	40	0	109658	7	3458	274	82	3904	6
442	2011-10-04	А	1	6	34	26	24	39	0	78956	4	5410	202	100	3119	6
441	2011-10-02	А	2	42	36	13	14	39	0	52053	3	7159	225	89	2944	6
440	2011-09-29	А	3	12	19	42	24	22	0	25159	8	2330	228	76	2819	6
439	2011-09-27	Б	4	21	30	42	2	16	1	52156	12	1693	296	64	3267	6
438	2011-09-25	А	4	32	33	8	42	17	0	25857	8	2450	293	62	3820	6
437	2011-09-22	Б	1	22	36	24	26	45	1	143981	12	2174	307	79	3516	6
436	2011-09-20	Б	2	43	16	7	38	11	0	110510	2	11406	283	75	3692	6
435	2011-09-18	Б	3	15	42	9	21	35	0	81442	7	3148	287	72	4043	6
434	2011-09-15	Б	3	33	22	45	34	42	0	50854	6	3534	167	119	3052	6
433	2011-09-13	Б	2	14	16	34	28	45	0	23971	4	4766	226	79	3368	6
432	2011-09-11	Б	4	5	27	30	17	35	1	57382	19	1191	342	62	4016	6
431	2011-09-08	Б	3	43	7	6	27	24	0	26775	3	7167	230	87	3436	6
430	2011-09-06	А	3	6	12	1	43	22	1	382403	23	1396	399	75	4592	6
429	2011-09-04	Б	3	33	18	41	45	6	0	343136	9	3546	383	78	4686	6
428	2011-09-01	А	4	31	41	43	17	36	0	301591	17	1724	470	58	4648	6
427	2011-08-30	Б	4	30	12	37	33	34	0	264716	5	5931	293	94	4317	6
426	2011-08-28	Б	4	29	39	41	33	20	0	228152	11	2633	342	79	4832	6
425	2011-08-25	А	4	28	38	11	13	9	0	192395	8	3336	398	62	4797	6
424	2011-08-23	Б	3	18	28	15	17	34	0	158367	8	3178	362	65	4690	6
423	2011-08-21	Б	3	36	45	8	6	25	0	126283	7	3761	252	97	3658	6
422	2011-08-18	А	3	44	41	8	3	9	0	93147	2	12780	294	81	4100	6
421	2011-08-16	А	3	20	45	30	36	42	0	60910	6	4095	252	91	3028	6
420	2011-08-14	А	2	5	27	39	18	33	0	29893	10	2351	304	72	3812	6
419	2011-08-11	А	3	17	23	41	32	45	1	887556	25	2290	703	76	8631	6
418	2011-08-09	Б	2	30	27	7	33	13	0	817427	23	2309	872	57	9668	6
417	2011-08-07	Б	3	26	31	32	37	15	0	752569	13	3575	591	73	7570	6
416	2011-08-04	Б	3	17	34	15	31	16	0	695062	13	3220	655	59	7708	6
415	2011-08-02	А	3	45	41	5	8	19	0	643083	20	2059	597	64	6956	6
414	2011-07-31	А	3	4	40	30	37	35	0	592913	8	5101	395	96	5782	6
413	2011-07-28	А	2	5	6	7	17	41	0	541702	16	2319	527	66	6689	6
412	2011-07-26	Б	3	6	31	15	4	20	0	495663	17	2126	567	59	6438	6
411	2011-07-24	Б	2	27	15	17	23	30	0	450476	18	1949	546	60	6589	6
410	2011-07-21	А	4	33	4	5	28	13	0	406727	16	2064	496	62	6155	6
409	2011-07-19	А	3	36	39	32	11	15	0	365425	10	3332	330	94	5044	6
408	2011-07-17	Б	1	12	22	39	4	25	0	324134	4	8036	367	82	4921	6
407	2011-07-14	Б	1	36	18	33	25	12	0	283902	7	4209	389	71	4862	6
406	2011-07-12	А	3	28	31	42	24	4	0	247035	18	1631	413	66	4591	6
405	2011-07-10	А	1	36	32	2	1	41	0	210498	7	4068	257	103	3918	6
404	2011-07-07	А	2	23	7	31	8	17	0	175152	10	2527	448	52	5130	6
403	2011-07-05	Б	1	20	3	16	29	44	0	142758	3	7978	247	90	3493	6

